"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Tabula Muris Senis FACS Tongue tSNE","tSNE representation for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Tongue UMAP","UMAP representation for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Non-Myeloid colData","Sample metadata for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Brain_Non-Myeloid counts","Count matrix for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Brain_Non-Myeloid processed counts","Processed count matrix for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Brain_Non-Myeloid rowData","Gene annotation for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Brain_Non-Myeloid PCA","PCA representation for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Non-Myeloid tSNE","tSNE representation for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Non-Myeloid UMAP","UMAP representation for the Tabula Muris Senis FACS Brain_Non-Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Non-Myeloid_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Heart colData","Sample metadata for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Heart counts","Count matrix for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Heart processed counts","Processed count matrix for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Heart rowData","Gene annotation for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Heart PCA","PCA representation for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Heart tSNE","tSNE representation for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Heart UMAP","UMAP representation for the Tabula Muris Senis FACS Heart scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Heart_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Myeloid colData","Sample metadata for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Brain_Myeloid counts","Count matrix for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Brain_Myeloid processed counts","Processed count matrix for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Brain_Myeloid rowData","Gene annotation for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Brain_Myeloid PCA","PCA representation for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Myeloid tSNE","tSNE representation for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Brain_Myeloid UMAP","UMAP representation for the Tabula Muris Senis FACS Brain_Myeloid scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Brain_Myeloid_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Large_Intestine colData","Sample metadata for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Large_Intestine counts","Count matrix for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Large_Intestine processed counts","Processed count matrix for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Large_Intestine rowData","Gene annotation for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Large_Intestine PCA","PCA representation for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Large_Intestine tSNE","tSNE representation for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Large_Intestine UMAP","UMAP representation for the Tabula Muris Senis FACS Large_Intestine scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Large_Intestine_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Marrow colData","Sample metadata for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Marrow counts","Count matrix for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Marrow processed counts","Processed count matrix for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Marrow rowData","Gene annotation for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Marrow PCA","PCA representation for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Marrow tSNE","tSNE representation for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Marrow UMAP","UMAP representation for the Tabula Muris Senis FACS Marrow scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Marrow_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
